X0,encoded_ocean_proximity,longitude,latitude,housing_median_age,population,median_income,median_house_value
1,0,-119.55,36.7,31,1371,2.3687,63900
1,0,-119.57,36.7,30,1248,3.1442,72300
1,0,-119.57,36.7,7,974,3.7261,83900
1,0,-119.58,36.69,42,812,1.9766,58100
1,0,-119.55,36.69,21,1519,1.7132,55900
1,0,-119.54,36.7,20,1665,2.2448,58900
1,0,-119.55,36.71,32,2052,1.9076,55800
1,0,-119.55,36.72,6,1135,2.1515,63900
1,0,-119.52,36.71,21,1120,2.59,69300
1,0,-119.47,36.69,19,1578,3.2917,160100
1,0,-119.41,36.68,18,945,3.4044,115300
1,0,-119.43,36.63,25,904,3.625,107600
1,0,-119.39,36.64,38,578,2.3618,80000
1,0,-119.4,36.59,37,977,3.5074,93800
1,0,-119.49,37.1,24,1564,2.3359,92400
1,0,-119.61,36.94,14,315,4.2679,151800
1,0,-119.57,37.02,16,2140,3.332,111800
1,0,-119.48,37.0,16,1467,3.1736,111800
1,0,-119.46,36.91,12,1184,3.9141,123900
1,0,-119.33,36.89,15,755,2.0,83300
1,0,-119.21,37.25,44,335,4.1838,85600
1,0,-118.94,37.13,12,1006,4.1563,94000
1,0,-119.4,37.09,22,773,3.3269,102700
1,0,-119.34,37.12,23,64,3.875,125000
1,0,-119.28,37.11,34,171,3.0729,144600
1,0,-119.32,37.06,15,276,5.1314,179200
1,0,-118.91,36.79,19,187,3.7857,78600
1,0,-119.24,36.8,17,975,2.6902,94400
1,0,-119.25,36.71,13,1385,2.2202,100000
1,0,-119.12,36.69,13,1905,2.2278,90500
1,0,-119.34,36.62,26,1148,2.6058,92200
1,0,-119.31,36.63,26,1834,1.6486,55200
1,0,-119.31,36.62,33,1544,1.7292,52000
1,0,-119.32,36.62,15,1070,1.5642,51500
1,0,-119.31,36.62,25,947,1.4481,51700
1,0,-119.43,36.61,19,1296,2.4219,65800
1,0,-119.44,36.6,5,2505,2.2863,69200
1,0,-119.44,36.6,34,579,2.0417,72500
1,0,-119.45,36.6,42,247,2.5,73000
1,0,-119.46,36.61,13,719,3.625,108300
1,0,-119.45,36.61,24,693,3.7917,90500
1,0,-119.44,36.61,17,775,3.9073,91600
1,0,-119.43,36.59,15,1266,1.767,63300
1,0,-119.44,36.59,32,761,2.825,67600
1,0,-119.45,36.6,36,1430,1.8975,60900
1,0,-119.44,36.59,28,1331,1.516,56700
1,0,-119.46,36.6,18,754,3.9844,118100
1,0,-119.45,36.59,41,1171,1.6875,66100
1,0,-119.44,36.58,37,879,2.5234,63500
1,0,-119.45,36.58,18,753,3.7813,87300
1,0,-119.45,36.59,28,572,3.825,84200
1,0,-119.55,36.6,18,1638,2.309,57100
1,0,-119.54,36.61,20,1474,1.4937,54700
1,0,-119.55,36.61,14,3535,1.586,56900
1,0,-119.5,36.62,34,1018,2.2206,63400
1,0,-119.49,36.58,21,867,1.9913,95300
1,0,-119.52,36.61,33,1065,1.8958,55100
1,0,-119.53,36.61,33,730,1.5625,55800
1,0,-119.6,36.66,27,1056,1.6094,55200
1,0,-119.59,36.64,27,798,3.0521,113800
1,0,-119.53,36.65,43,1056,2.5562,93200
1,0,-119.63,36.6,33,1102,1.9676,62400
1,0,-119.62,36.58,13,1652,2.6858,62400
1,0,-119.59,36.57,19,911,3.5987,131700
1,0,-119.6,36.58,28,919,2.8287,73100
1,0,-119.61,36.58,29,788,2.6974,73000
1,0,-119.62,36.59,17,1330,4.0197,88000
1,0,-119.61,36.59,10,1443,2.2727,92700
1,0,-119.6,36.57,42,1347,2.5556,69700
1,0,-119.6,36.57,33,1205,1.8333,68300
1,0,-119.61,36.57,42,1359,1.5833,65100
1,0,-119.63,36.58,22,1127,1.2647,55300
1,0,-119.6,36.56,36,737,1.4415,54400
1,0,-119.64,36.56,34,363,2.0658,92500
1,0,-119.61,36.56,34,1886,1.625,53000
1,0,-119.62,36.56,30,1467,1.8878,51600
1,0,-119.53,36.55,34,1041,3.2917,111500
1,0,-119.54,36.52,16,1106,4.2045,120900
1,0,-119.55,36.51,46,971,2.2132,76600
1,0,-119.56,36.51,37,663,1.6635,67000
1,0,-119.56,36.51,9,2157,2.5033,70100
1,0,-119.55,36.52,31,1042,3.0294,70200
1,0,-119.56,36.53,19,1670,3.2019,95700
1,0,-119.73,36.56,32,1038,3.0469,82700
1,0,-119.67,36.57,32,868,2.1908,110000
1,0,-119.65,36.51,30,966,3.1333,100000
1,0,-119.59,36.52,35,674,3.3214,101600
1,0,-119.73,36.52,20,1466,2.5921,94200
1,0,-119.77,36.44,26,802,3.2083,75000
1,0,-119.69,36.46,29,914,2.8125,79200
1,0,-119.69,36.43,29,1278,1.7813,57900
1,0,-119.87,36.54,34,818,2.4044,72500
1,0,-119.79,36.55,32,999,2.0216,76800
1,0,-119.81,36.51,31,767,2.7321,83600
1,0,-119.84,36.54,19,702,2.4375,78200
1,0,-119.83,36.54,31,979,2.5208,60000
1,0,-119.89,36.64,34,716,2.975,90000
1,0,-119.97,36.57,17,1425,2.0313,69400
1,0,-119.9,36.58,20,1319,2.4814,74600
1,0,-119.81,36.6,24,1291,2.4006,76400
1,0,-119.86,36.45,19,1416,2.4474,75600
1,0,-119.86,36.43,34,683,1.7176,58400
1,0,-119.85,36.43,23,1146,2.8913,60900
1,0,-119.97,36.44,18,772,2.1771,39200
1,0,-120.08,36.34,18,2030,2.1153,112500
1,0,-120.1,36.16,17,715,2.3295,55000
1,0,-120.1,36.21,12,1708,1.5086,64700
1,0,-120.09,36.19,12,2809,1.4191,55100
1,0,-120.27,36.29,11,1376,2.4398,87500
1,0,-120.43,36.18,29,218,2.1458,104200
1,0,-120.37,36.16,36,310,3.0658,65000
1,0,-120.36,36.14,18,622,1.8264,62000
1,0,-120.38,36.15,17,1200,2.7461,70000
1,0,-120.37,36.13,10,1335,3.2639,86400
1,0,-120.37,36.15,34,868,4.381,86300
1,0,-120.35,36.16,18,846,2.7792,85300
1,0,-120.35,36.14,9,1484,1.7075,60400
1,0,-120.36,36.13,29,1306,3.0134,55500
1,0,-120.31,36.65,24,514,2.25,76600
1,0,-120.25,36.65,31,744,2.4937,66000
1,0,-120.18,36.59,25,613,2.3026,90600
1,0,-120.19,36.61,29,1408,2.293,57200
1,0,-120.19,36.6,25,931,1.5536,58300
1,0,-120.22,36.49,14,1679,2.4786,56000
1,0,-120.41,36.77,24,1180,1.947,68900
1,0,-120.67,36.72,18,996,2.5,112500
1,0,-120.51,36.55,20,1274,1.9417,38800
1,0,-120.39,36.78,11,2104,1.7184,55200
1,0,-120.38,36.75,25,1745,1.9056,60000
1,0,-120.38,36.76,25,941,1.8125,58000
1,0,-120.38,36.76,12,1043,1.4038,54300
1,0,-120.46,36.87,20,954,1.3386,63000
1,0,-120.45,36.86,34,539,2.3523,66000
1,0,-120.44,36.84,29,883,2.8182,90500
1,0,-120.45,36.85,20,1681,2.1759,58100
1,0,-120.51,36.86,21,1446,2.4414,71900
1,0,-120.55,36.97,42,1084,2.3295,74400
1,0,-120.69,36.84,18,771,2.2083,55000
1,0,-119.55,36.51,46,26,4.125,67500
1,0,-119.54,36.51,36,28,4.625,162500
1,0,-122.2,39.75,18,1616,2.0192,63700
1,0,-122.18,39.75,30,1885,1.6948,67500
1,0,-122.16,39.74,20,337,3.0469,85000
1,0,-122.19,39.74,39,2111,2.3507,65600
1,0,-122.25,39.79,16,1104,3.0469,72200
1,0,-122.16,39.78,32,562,2.325,69600
1,0,-122.13,39.74,20,668,2.2569,94300
1,0,-122.18,39.7,23,836,3.35,85400
1,0,-122.23,39.75,16,1031,1.9375,73100
1,0,-122.74,39.71,16,85,1.6607,14999
1,0,-122.38,39.68,21,510,2.3851,67500
1,0,-122.14,39.65,33,190,3.6429,87500
1,0,-122.18,39.55,28,673,3.25,81600
1,0,-122.53,39.5,25,658,2.4861,71900
1,0,-122.19,39.53,34,1287,2.165,58700
1,0,-122.2,39.53,22,1647,2.3566,71000
1,0,-122.23,39.53,8,1237,1.3708,125000
1,0,-122.22,39.51,17,555,2.1,66900
1,0,-122.2,39.52,39,1181,2.0625,63400
1,0,-122.2,39.51,37,1060,2.8333,69700
1,0,-122.19,39.5,23,261,2.1705,53000
1,0,-122.04,39.72,23,1443,2.5625,70000
1,0,-122.05,39.6,34,958,2.8466,95300
1,0,-122.1,39.47,43,512,2.4917,77100
1,0,-121.94,39.45,39,535,1.832,70500
1,0,-122.01,39.74,20,1856,2.1746,58700
1,1,-124.17,40.8,52,392,0.957,60000
1,1,-124.16,40.8,52,1150,1.7308,80500
1,1,-124.16,40.79,52,591,1.7778,76900
1,1,-124.17,40.8,52,891,1.585,75500
1,1,-124.17,40.8,52,758,1.8529,62500
1,1,-124.16,40.79,52,975,2.2566,92700
1,1,-124.16,40.78,50,837,2.5417,85400
1,1,-124.17,40.78,39,731,1.6369,68300
1,1,-124.19,40.78,37,640,1.8242,70000
1,1,-124.18,40.79,39,883,1.745,70500
1,1,-124.18,40.79,40,788,1.4668,64600
1,1,-124.17,40.79,43,1169,1.9688,70500
1,1,-124.16,40.78,43,932,2.9038,82000
1,1,-124.16,40.77,35,1053,2.8529,85600
1,1,-124.17,40.77,30,990,2.2227,81300
1,1,-124.18,40.78,37,867,2.5536,70200
1,1,-124.18,40.78,33,656,2.5096,72200
1,1,-124.18,40.78,34,950,2.1607,67000
1,1,-124.17,40.75,13,951,4.8516,116100
1,1,-124.17,40.76,26,992,2.8056,82800
1,1,-124.19,40.77,30,1367,2.442,69000
1,1,-124.15,40.81,50,235,1.75,67500
1,1,-124.14,40.8,32,872,2.5,72600
1,1,-124.15,40.8,47,765,1.755,74100
1,1,-124.16,40.8,52,908,1.6111,74700
1,1,-124.16,40.8,52,952,1.1386,74100
1,1,-124.14,40.79,38,873,2.4896,81000
1,1,-124.15,40.78,41,911,3.1711,104200
1,1,-124.16,40.78,46,791,3.8,81800
1,1,-124.16,40.79,46,1206,2.1135,90600
1,1,-124.15,40.79,37,1263,3.0216,86400
1,1,-124.14,40.78,35,982,3.4219,92800
1,1,-124.14,40.77,27,1407,2.9143,99600
1,1,-124.15,40.76,24,1388,3.375,100600
1,1,-124.15,40.78,36,829,3.3984,90000
1,1,-124.11,40.81,23,425,2.5536,96100
1,1,-124.13,40.78,34,1056,2.1101,86900
1,1,-124.13,40.8,31,1259,2.2478,81100
1,1,-124.13,40.79,29,1130,2.8833,83000
1,1,-124.13,40.79,32,855,3.5833,92800
1,1,-124.06,40.86,34,1891,3.2216,98100
1,1,-124.05,40.85,31,1005,3.5156,143000
1,1,-124.02,40.8,22,1198,3.9792,133900
1,1,-124.08,40.86,18,805,1.1157,150000
1,1,-124.09,40.86,25,794,1.1742,75000
1,1,-124.09,40.87,44,398,1.1576,87500
1,1,-124.07,40.87,47,796,2.2138,99200
1,1,-124.08,40.87,29,990,1.1479,101100
1,1,-124.09,40.88,50,420,2.2188,105800
1,1,-124.07,40.87,31,780,0.7684,153100
1,1,-124.15,40.88,33,1165,1.725,57500
1,1,-124.1,40.88,35,1581,2.0657,81100
1,1,-124.09,40.88,31,1052,1.5326,74100
1,1,-124.09,40.88,26,1353,2.4321,82100
1,1,-124.1,40.9,18,1948,2.7321,92600
1,1,-124.23,40.81,52,544,3.3462,50800
1,1,-124.06,40.88,12,1603,2.5667,139500
1,1,-123.74,40.66,25,983,3.0469,136000
1,1,-124.08,40.91,13,1381,1.6667,78800
1,1,-123.76,41.03,24,1058,2.0644,79800
1,1,-123.85,41.32,31,425,1.0486,36700
1,1,-123.72,41.09,19,1166,1.8208,50000
1,1,-123.63,41.11,19,1033,1.4911,59200
1,1,-123.66,41.3,22,686,1.8065,62700
1,0,-123.52,41.01,17,517,2.1542,83800
1,1,-124.08,41.36,29,509,2.0156,62800
1,1,-124.06,41.13,22,1384,2.4708,119400
1,1,-124.14,41.06,32,421,3.0208,143400
1,1,-124.1,41.04,26,890,1.9741,97900
1,1,-124.01,40.97,21,943,3.538,102700
1,1,-124.0,40.92,29,672,2.9485,98800
1,1,-124.01,40.89,28,811,2.4559,75600
1,1,-123.98,40.88,41,844,2.6923,84200
1,1,-123.88,40.93,28,519,3.2891,106300
1,1,-124.16,41.02,23,1060,2.1726,75500
1,1,-124.08,40.99,18,1554,2.6847,111300
1,1,-124.16,40.95,20,529,3.1406,96000
1,1,-124.11,40.95,19,866,2.96,81700
1,1,-124.09,40.95,18,1248,2.5893,99600
1,1,-124.11,40.93,25,1298,3.5076,73600
1,1,-124.11,40.93,17,948,2.7639,90200
1,1,-124.08,40.94,18,941,2.3147,70100
1,1,-124.09,40.92,12,1153,2.8182,126900
1,1,-124.05,40.94,14,516,5.0329,165600
1,1,-124.1,40.95,17,823,1.8993,78400
1,1,-124.07,40.81,23,1019,2.9911,119700
1,1,-124.02,40.72,28,1658,3.8095,119900
1,1,-124.1,40.73,33,334,3.9659,111800
1,1,-124.17,40.74,17,873,4.0357,128900
1,1,-124.14,40.72,18,1375,2.8446,100500
1,1,-124.14,40.67,23,320,4.2054,130600
1,1,-124.19,40.73,21,2907,3.5363,90100
1,1,-124.21,40.75,32,620,1.6528,58100
1,1,-124.27,40.69,36,1194,2.5179,79000
1,1,-124.18,40.62,35,480,3.0536,107000
1,1,-124.17,40.62,32,706,2.8958,86400
1,1,-124.13,40.62,43,910,2.5804,92100
1,1,-124.16,40.6,39,642,2.4519,85100
1,1,-124.15,40.59,39,539,2.0938,79600
1,1,-124.14,40.6,27,521,4.025,128100
1,1,-124.14,40.59,22,826,1.5625,66800
1,1,-124.14,40.59,17,1544,2.178,76800
1,1,-124.05,40.59,32,937,3.4408,95200
1,1,-124.09,40.55,24,1370,2.7644,97300
1,1,-123.96,40.57,31,883,2.3167,92600
1,0,-123.73,40.48,25,746,1.7153,77100
1,1,-124.14,40.58,25,891,2.6987,92500
1,1,-124.14,40.57,29,1314,2.1354,75100
1,1,-124.11,40.57,33,573,2.4896,74100
1,1,-124.13,40.55,38,240,3.25,94800
1,1,-124.1,40.5,30,996,2.2357,72300
1,1,-124.1,40.5,42,1300,1.7574,57500
1,1,-124.09,40.44,38,1041,2.3947,70500
1,1,-124.1,40.47,52,965,3.5345,55000
1,1,-124.03,40.45,34,443,2.6094,71300
1,1,-124.26,40.58,52,907,2.3571,111400
1,1,-124.23,40.54,52,1152,3.0806,106700
1,1,-124.35,40.54,52,806,3.0147,94600
1,1,-124.25,40.28,32,434,1.9417,76100
1,1,-124.08,40.06,17,393,2.625,135600
1,1,-124.0,40.22,16,816,1.319,70700
1,1,-123.84,40.28,28,1093,2.0962,74000
1,1,-123.68,40.24,31,917,1.725,54300
1,1,-123.82,40.16,19,1184,1.2227,76800
1,1,-123.82,40.12,33,1221,2.087,82400
1,1,-123.75,40.11,35,900,1.9625,101500
1,1,-123.78,40.05,17,899,2.1864,101900
1,0,-115.52,33.12,38,784,1.8793,60800
1,0,-115.52,33.13,18,1006,2.163,53400
1,0,-115.51,33.12,21,890,2.101,46700
1,0,-115.46,33.19,33,777,1.0,40000
1,0,-115.51,33.24,32,1069,1.6552,43300
1,0,-115.6,33.2,37,390,2.4511,72500
1,0,-115.73,33.09,27,258,2.9,87500
1,0,-115.62,33.04,17,745,2.0463,61200
1,0,-115.62,33.04,20,766,2.2969,62000
1,0,-115.6,33.04,31,152,3.3472,91700
1,0,-115.41,32.99,29,684,3.4038,107800
1,0,-115.59,32.96,17,473,3.1979,113500
1,0,-115.52,32.98,32,1307,1.4583,58600
1,0,-115.52,32.98,21,1244,2.2054,66400
1,0,-115.53,32.99,25,2082,1.7159,62200
1,0,-115.51,32.99,20,1104,1.9088,63700
1,0,-115.54,32.99,23,1148,1.5372,69400
1,0,-115.54,32.98,27,1121,1.9464,60600
1,0,-115.54,32.99,17,911,4.3523,96000
1,0,-115.55,32.98,24,1447,3.2593,80800
1,0,-115.54,32.97,41,1188,3.0091,70800
1,0,-115.53,32.97,35,933,2.4063,70700
1,0,-115.55,32.98,33,952,5.4349,143000
1,0,-115.56,32.96,21,1164,3.8177,107200
1,0,-115.53,32.97,34,1568,1.5217,60300
1,0,-115.52,32.97,24,1416,1.975,66400
1,0,-115.52,32.97,10,1376,1.9911,67500
1,0,-115.32,32.82,34,327,3.6528,100000
1,0,-115.39,32.76,16,481,6.2558,146300
1,0,-115.4,32.86,19,649,3.3182,113800
1,0,-115.37,32.81,23,866,2.3594,74300
1,0,-115.37,32.82,14,867,1.9375,80900
1,0,-115.37,32.82,30,1130,3.5735,71100
1,0,-115.38,32.82,38,1175,1.9939,65800
1,0,-115.38,32.81,35,950,1.8958,67500
1,0,-115.37,32.81,32,623,1.7604,68600
1,0,-115.57,32.85,33,825,3.2396,62300
1,0,-115.57,32.85,17,728,1.7411,63500
1,0,-115.57,32.84,29,804,1.9531,61100
1,0,-115.57,32.83,31,959,3.5282,67500
1,0,-115.59,32.85,20,862,4.875,90800
1,0,-115.6,32.87,3,1005,4.1293,83200
1,0,-115.49,32.87,19,457,3.3583,102800
1,0,-115.64,32.8,23,569,3.1667,125000
1,0,-115.69,32.79,18,1161,2.1792,55200
1,0,-115.73,32.8,44,206,2.2083,93800
1,0,-115.72,32.75,16,123,2.0938,87500
1,0,-115.64,32.75,19,198,1.625,112500
1,0,-115.58,32.81,5,458,4.475,96300
1,0,-115.55,32.82,34,1013,2.5664,67500
1,0,-115.58,32.81,10,533,3.6597,87500
1,0,-115.57,32.8,17,1595,1.7188,69900
1,0,-115.57,32.8,16,961,1.1853,72600
1,0,-115.57,32.8,16,1184,1.875,93800
1,0,-115.48,32.8,21,805,2.6172,88500
1,0,-115.52,32.77,18,1166,2.2417,79200
1,0,-115.53,32.73,14,1453,1.735,61200
1,0,-115.52,32.73,17,1113,2.3571,63100
1,0,-115.5,32.75,13,822,3.4107,142500
1,0,-115.55,32.8,23,580,2.1136,61000
1,0,-115.55,32.79,22,692,1.2083,53600
1,0,-115.54,32.79,30,733,1.6607,56100
1,0,-115.54,32.79,23,1370,1.275,60400
1,0,-115.55,32.79,23,697,1.6351,59600
1,0,-115.57,32.8,33,1066,4.5714,68600
1,0,-115.56,32.8,25,1193,2.1979,63900
1,0,-115.56,32.8,28,1335,1.5987,59400
1,0,-115.56,32.8,15,1024,1.3882,69400
1,0,-115.56,32.79,18,1377,1.3373,58300
1,0,-115.56,32.78,34,1627,3.2083,76200
1,0,-115.56,32.79,20,2283,1.1707,62500
1,0,-115.57,32.79,50,864,1.6667,68100
1,0,-115.56,32.78,46,1583,3.0603,70800
1,0,-115.56,32.78,35,615,4.6154,86200
1,0,-115.57,32.78,25,1135,5.128,99600
1,0,-115.56,32.78,29,848,3.1597,76200
1,0,-115.55,32.78,5,1767,2.8025,84300
1,0,-115.58,32.78,5,1416,5.7843,110100
1,0,-115.59,32.79,8,1000,6.3814,159900
1,0,-115.58,32.79,14,762,1.6635,64400
1,0,-115.57,32.79,34,621,3.6042,73600
1,0,-115.57,32.78,29,1173,4.0375,86400
1,0,-115.57,32.78,20,871,6.2715,97200
1,0,-115.57,32.78,15,803,4.3021,87500
1,0,-115.56,32.76,15,653,4.4821,140300
1,0,-115.59,32.69,30,649,2.5769,94400
1,0,-115.49,32.69,17,1691,1.899,64000
1,0,-115.4,32.7,19,531,1.6838,95800
1,0,-115.49,32.67,25,2185,1.375,70100
1,0,-115.49,32.67,24,1083,1.4828,73100
1,0,-115.48,32.68,15,2097,2.3319,91200
1,0,-115.5,32.68,18,3565,1.5931,88400
1,0,-115.5,32.67,35,1694,2.1776,75500
1,0,-115.49,32.67,29,1302,1.1311,84700
1,0,-115.51,32.68,11,2644,2.625,72700
1,0,-115.52,32.67,6,2807,2.0625,67700
1,0,-116.05,33.33,17,135,1.7292,81300
1,0,-116.0,33.19,16,81,1.2639,51300
1,0,-115.88,32.93,15,51,4.0208,32500
1,0,-116.0,32.74,26,329,1.4338,43900
1,0,-115.9,32.69,18,98,1.5417,57500
1,0,-116.01,33.41,20,659,2.8684,62800
1,0,-115.99,33.4,15,515,2.0109,54300
1,0,-115.94,33.38,5,41,2.7,58800
1,0,-115.98,33.32,8,63,1.4688,53800
1,0,-115.91,33.36,15,160,0.922,67500
1,0,-115.9,33.34,19,329,1.7857,62800
1,0,-115.96,33.3,27,112,1.125,54400
1,0,-115.95,33.28,12,37,1.8958,53800
1,0,-115.8,33.26,2,30,5.3374,47500
1,0,-114.73,33.43,24,227,0.8964,59200
1,0,-114.98,33.07,18,374,3.1607,57500
1,0,-115.73,33.36,19,476,1.7727,50000
1,0,-115.73,33.35,23,338,1.2132,30000
1,0,-114.65,32.79,21,64,0.8571,25000
1,0,-114.55,32.8,19,1431,1.275,56100
1,0,-114.63,32.76,15,949,0.8585,45000
1,0,-114.66,32.74,17,775,1.2049,44000
1,0,-118.18,37.35,16,1501,2.1212,108300
1,0,-118.43,37.4,19,1225,4.1576,141500
1,0,-118.6,37.39,19,1134,3.2132,166000
1,0,-118.45,37.25,20,721,3.0817,118800
1,0,-118.45,37.37,26,1385,4.337,139700
1,0,-118.42,37.35,21,1413,4.375,180400
1,0,-118.42,37.36,18,1425,1.7388,54400
1,0,-118.4,37.36,34,1172,1.9722,116100
1,0,-118.39,37.37,25,1477,1.8325,105800
1,0,-118.39,37.36,38,902,2.3261,98400
1,0,-118.3,37.17,22,1541,2.75,94500
1,0,-117.9,36.95,19,51,1.7292,137500
1,0,-118.31,36.94,35,861,2.325,80600
1,0,-118.05,36.64,34,896,2.0357,74200
1,0,-118.18,36.63,23,1019,2.2574,104700
1,0,-117.69,36.13,25,632,1.7868,45500
1,0,-117.02,36.4,19,490,2.1,14999
1,0,-116.22,36.0,14,436,1.1471,32900
1,0,-119.02,35.42,42,1124,2.7583,64900
1,0,-119.03,35.42,45,754,2.5703,62400
1,0,-119.03,35.42,38,1491,2.6094,67900
1,0,-119.03,35.45,14,1748,4.3162,87100
1,0,-119.05,35.44,5,1182,3.0268,77000
1,0,-119.02,35.44,29,1527,4.0125,84400
1,0,-119.02,35.43,39,956,3.1736,70700
1,0,-119.02,35.42,40,520,2.2727,67200
1,0,-119.02,35.42,36,1021,1.8472,57400
1,0,-119.02,35.42,40,1015,1.4598,52600
1,0,-119.03,35.42,42,905,1.6286,54600
1,0,-119.03,35.41,41,1005,1.7857,54300
1,0,-119.04,35.42,47,913,1.8403,54700
1,0,-119.05,35.42,41,1006,2.8393,57000
1,0,-119.05,35.42,35,1368,2.325,63200
1,0,-119.02,35.41,21,1297,2.0575,67000
1,0,-119.02,35.41,41,1106,1.97,51900
1,0,-119.03,35.41,37,911,2.0331,53200
1,0,-119.04,35.41,25,844,3.0625,69400
1,0,-119.02,35.41,31,1413,1.3222,51400
1,0,-119.03,35.4,35,1566,2.1818,63500
1,0,-119.04,35.41,20,1622,1.3587,67500
1,0,-119.08,35.42,10,2089,5.5261,132000
1,0,-119.07,35.42,19,1872,2.6812,107600
1,0,-119.09,35.41,12,1754,5.6235,130600
1,0,-119.11,35.42,52,37,10.0263,200000
1,0,-119.09,35.43,28,118,4.8571,237500
1,0,-119.05,35.4,18,846,3.8611,126400
1,0,-119.08,35.39,10,3242,5.575,132200
1,0,-119.01,35.4,11,4781,1.7109,44600
1,0,-119.01,35.39,29,1134,1.8289,59400
1,0,-119.01,35.38,36,426,1.4427,50600
1,0,-119.02,35.39,30,169,1.3527,60000
1,0,-118.99,35.4,43,890,4.0208,90400
1,0,-118.99,35.4,48,789,3.5714,84600
1,0,-119.0,35.4,44,928,4.3906,93900
1,0,-119.0,35.39,42,1203,3.7708,79400
1,0,-119.0,35.39,51,648,2.8295,72100
1,0,-118.97,35.41,36,937,3.996,85500
1,0,-118.97,35.4,34,854,3.1906,76200
1,0,-118.98,35.4,34,440,2.8393,69800
1,0,-118.98,35.4,36,680,2.9821,73100
1,0,-118.98,35.4,36,1052,3.4205,76600
1,0,-118.98,35.41,36,640,3.875,94500
1,0,-118.96,35.4,28,2404,3.2325,89000
1,0,-118.96,35.41,29,1542,2.947,87100
1,0,-118.95,35.4,23,2136,3.6875,101700
1,0,-118.96,35.4,27,1271,3.5524,89100
1,0,-118.96,35.39,23,2842,3.1297,79000
1,0,-118.96,35.38,34,888,3.6734,92900
1,0,-118.95,35.38,35,906,3.5938,95200
1,0,-118.96,35.38,41,973,3.0568,85600
1,0,-118.94,35.38,26,2365,3.7533,87000
1,0,-118.95,35.38,30,1419,3.725,83100
1,0,-118.92,35.38,33,1733,3.8307,70600
1,0,-118.95,35.41,21,1889,3.875,99500
1,0,-118.94,35.4,14,2815,4.2214,104600
1,0,-118.94,35.39,27,1223,5.4592,139100
1,0,-118.94,35.39,13,1318,7.7751,194100
1,0,-118.9,35.41,6,2320,3.0938,100800
1,0,-118.94,35.41,10,1539,6.3639,143000
1,0,-118.91,35.4,10,1398,2.569,113000
1,0,-118.87,35.37,14,1352,3.5441,87000
1,0,-118.91,35.37,32,2590,3.3462,67600
1,0,-118.88,35.34,20,762,2.1111,105300
1,0,-118.92,35.37,17,1746,2.4919,75700
1,0,-118.93,35.37,34,1558,2.6903,62800
1,0,-118.94,35.37,33,2352,2.0643,57600
1,0,-118.94,35.37,23,790,1.8523,59700
1,0,-118.95,35.37,34,1059,2.1588,61300
1,0,-118.94,35.37,37,971,2.875,57400
1,0,-118.95,35.37,37,946,1.6728,55400
1,0,-118.96,35.37,41,1066,1.7467,52400
1,0,-118.96,35.37,40,1026,1.365,54300
1,0,-118.97,35.39,38,1547,2.774,59500
1,0,-118.97,35.38,32,1483,1.625,46800
1,0,-118.98,35.38,39,1182,1.0648,50000
1,0,-118.97,35.38,42,1038,0.9951,48000
1,0,-118.97,35.37,41,1781,1.8819,58000
1,0,-118.97,35.38,35,1041,1.375,57500
1,0,-118.99,35.38,26,1025,1.4024,51000
1,0,-118.99,35.38,30,1116,1.3451,57500
1,0,-118.98,35.39,22,1592,1.4146,49100
1,0,-118.98,35.38,24,1460,1.4786,54800
1,0,-118.98,35.38,34,795,1.625,50800
1,0,-118.98,35.38,28,1193,0.8639,49400
1,0,-118.99,35.39,39,1516,1.6009,48800
1,0,-118.99,35.39,36,1054,1.8319,55400
1,0,-118.99,35.39,52,1325,2.5083,70100
1,0,-118.98,35.39,29,476,1.1875,50700
1,0,-118.98,35.39,32,2375,1.2618,46900
1,0,-119.0,35.37,41,216,2.2212,55500
1,0,-118.99,35.37,36,814,1.4773,57400
1,0,-118.99,35.37,38,743,1.7292,58100
1,0,-118.98,35.37,35,670,1.1638,57900
1,0,-118.97,35.37,52,380,1.4125,42500
1,0,-119.01,35.38,44,274,1.1944,57500
1,0,-119.01,35.38,52,158,1.075,67500
1,0,-119.01,35.37,35,477,1.9125,47500
1,0,-119.01,35.37,44,364,1.4779,66000
1,0,-119.02,35.38,52,36,0.8054,60000
1,0,-119.02,35.38,48,129,1.1875,63800
1,0,-119.02,35.39,52,106,2.0455,72500
1,0,-119.01,35.37,45,568,1.7321,84400
1,0,-119.03,35.38,38,843,3.0,91800
1,0,-119.03,35.38,52,540,2.7312,147100
1,0,-119.03,35.37,52,554,1.6786,126600
1,0,-119.04,35.37,44,667,2.875,82700
1,0,-119.03,35.39,28,1593,2.9821,118700
1,0,-119.04,35.36,36,1051,1.8362,66900
1,0,-119.05,35.36,30,2307,3.6548,84700
1,0,-119.05,35.36,16,2261,3.3261,118400
1,0,-119.07,35.36,19,2155,4.6705,110700
1,0,-119.08,35.36,12,2966,4.5791,123400
1,0,-119.06,35.36,9,409,4.3482,95200
1,0,-119.03,35.37,42,1035,2.6513,72300
1,0,-119.03,35.36,41,977,3.9097,81300
1,0,-119.04,35.36,40,771,3.0435,69500
1,0,-119.04,35.37,46,714,2.1818,75300
1,0,-119.02,35.37,44,1521,1.7213,61600
1,0,-119.02,35.36,48,947,2.2827,70000
1,0,-119.02,35.36,47,847,2.5062,73700
